Count of A1C Result Value,A1c Min Value,A1c Avg Value,A1c Max Value
4,6,6.93,8.9
2,6.4,6.45,6.5
4,5.7,6.08,6.4
9,7.7,9.32,10.5
6,8.1,9.78,12.4
1,6.4,6.4,6.4
4,9,10.85,12.6
5,6.4,7.08,8.4
2,6.5,7.2,7.9
1,5.2,5.2,5.2
8,5.5,5.84,6.1
2,6.5,6.75,7
1,11.7,11.7,11.7
1,7.7,7.7,7.7
3,7,9.57,11
11,6.2,7.62,9.8
5,8.2,8.8,10.8
8,6.5,7.44,8.2
7,8.4,9.36,10.3
5,7.2,7.54,7.9
1,6.6,6.6,6.6
7,6,6.49,7
3,6,6.27,6.6
4,7.5,8,8.7
3,6.2,6.5,6.8
2,6.5,6.65,6.8
5,5.6,5.74,5.9
8,5.2,5.5,5.9
3,6.6,7.43,7.9
5,7,7.78,8.7
4,5.3,6.75,7.6
4,9.8,10.48,11.8
6,7.4,8.37,9.1
4,8.5,8.8,9.2
4,6.4,10.13,13.9
1,5.8,5.8,5.8
1,7.4,7.4,7.4
6,6.6,8.35,9.5
3,10.9,12.17,13.3
5,7.4,7.64,7.9
9,5.3,6.31,7.1
6,5.9,6.32,7
3,7.8,9.03,10.9
5,6,6.14,6.4
8,5,5.96,7.5
5,8.3,10.28,12.4
5,7,7.12,7.3
3,6.2,6.43,6.9
3,12.2,13.17,14.9
5,9.7,10.2,11.2
4,7.1,9.2,15.1
4,5.9,7.03,8.2
1,6.9,6.9,6.9
5,11.7,12.52,13.5
3,6.6,8.87,10.3
2,7.6,7.95,8.3
4,6.4,7.7,10
5,6.2,6.86,7.5
5,8.4,8.84,9.2
6,6.9,7.43,7.9
6,7.1,7.83,8.7
4,5.4,6.25,7
4,6.2,6.35,6.7
6,6.9,7.45,7.9
1,5.3,5.3,5.3
3,11.4,11.6,11.8
5,6.9,7.56,7.9
4,7.4,8.18,9
2,5.1,5.3,5.5
3,11.3,11.83,12.2
2,8.2,8.35,8.5
9,7.7,8.23,8.8
6,6.1,6.82,8
7,5.9,8.33,14.6
6,6.9,7.32,7.9
3,6.1,6.27,6.4
2,9.2,9.45,9.7
5,5,5.4,6.1
5,7.6,9.08,10.1
3,6.7,7.23,7.7
5,6.1,6.7,7.3
4,6.2,6.6,7.1
8,7.2,8.28,9.9
2,5.8,5.9,6
3,6,6.6,7
5,7,8.12,9.2
7,5.4,5.56,5.7
4,8.9,10.35,11.6
7,6.6,7.31,8.6
4,8.2,8.78,9.7
5,6.7,7.2,7.7
5,8.4,8.84,9.6
6,9.5,10.2,11
4,7.7,8.23,8.8
13,5.7,7.52,10
9,5.4,7.1,9.3
7,5.2,7.51,9.2
3,7.8,8.13,8.4
5,4.7,5.42,6.4
2,8.9,9.45,10
7,6.2,6.7,7.5
5,11,11.28,11.7
4,7.2,7.68,8.4
3,7.3,7.43,7.6
2,5.8,6.2,6.6
2,8.8,8.95,9.1
3,5.2,5.3,5.5
7,7,7.27,7.8
4,8,8.8,9.2
1,11.7,11.7,11.7
9,7.2,7.89,8.6
5,6.9,7.3,7.8
2,9.5,10,10.5
4,6.3,6.75,7.8
9,8.3,9.17,9.9
5,5.9,6.26,6.6
9,6,6.88,8.8
1,11.8,11.8,11.8
3,8.3,8.53,8.8
2,5,5.3,5.6
5,8.2,9.16,10
1,8.5,8.5,8.5
5,6.5,7.02,7.6
4,6.6,7.13,7.7
3,5.4,6.7,8.1
9,7.8,9.41,10.5
4,5.6,6.1,6.6
4,8.4,9.43,9.9
2,7.7,8.55,9.4
3,5.3,5.37,5.5
5,5.2,5.54,6
1,5.6,5.6,5.6
4,6.3,8.7,12.8
3,8.2,8.43,8.8
3,6.6,7.43,7.9
10,5.6,6.97,8.1
5,8.5,9.54,11.1
15,4.9,5.51,6.1
4,5.5,6.05,6.5
2,7.7,8.5,9.3
2,6.5,6.75,7
2,6.8,7,7.2
3,6.4,6.67,6.8
12,12.5,13.48,14.3
2,6.2,6.3,6.4
5,7,7.66,9
3,6.2,6.57,7
5,7.4,8.84,10.7
4,6.5,6.9,7.3
7,4.8,5.31,6.2
4,6.8,7.28,8
1,8.9,8.9,8.9
10,10,12.51,14.8
5,9,9.62,10.2
6,7.9,8.93,9.7
1,8.4,8.4,8.4
5,5.6,6.46,7.4
2,8.2,8.45,8.7
5,5.5,5.62,6
5,6.4,8,8.9
6,7.6,9.12,10.8
5,6.1,6.36,6.9
2,8,8.1,8.2
3,6.3,6.9,7.4
7,5.8,7.31,9.8
4,7.6,7.65,7.7
9,5.1,6.14,7.4
3,5.8,6.27,6.7
3,9,9.63,10.4
6,6.5,7.82,9.1
6,7.2,8.78,9.6
3,8.1,8.6,9.2
3,5.2,5.77,6.2
4,7.9,10.3,13.7
7,9,10.49,12.4
6,7.2,7.92,8.5
5,6.4,7.76,10.6
6,7.3,7.8,8.9
6,6.2,8.77,12.2
3,6.6,7.77,10
6,8.2,9.08,9.9
7,5.7,6.43,7.5
4,8.6,9.28,9.9
6,6.3,6.78,7.4
1,7.5,7.5,7.5
3,6.7,7.47,8.4
6,8.8,9.23,10.3
6,5.6,6.98,8.4
5,7.8,8.22,8.5
9,8.5,9.3,10.4
7,5.6,5.84,6.1
3,7.8,8.77,9.6
11,9,10.99,12.6
6,6.7,7.15,7.4
7,5.7,6.2,6.6
6,7.5,8.4,11.2
6,5.6,6.37,8.4
4,6.9,9.18,12.6
5,10.1,10.84,11.6
3,6.1,6.5,7
12,5.3,6.56,8.5
7,6,6.2,6.4
3,13.1,13.37,13.8
4,6.6,7.23,7.6
1,7.1,7.1,7.1
7,8.7,10.81,13.4
4,6.5,7.33,7.9
4,6.3,10.13,16.3
8,5.2,5.46,5.8
6,6.9,7.7,9.6
5,7,7.38,7.6
3,8.4,10,11.7
7,6.3,7.41,9.8
4,6.8,10.13,14.2
2,10.8,10.85,10.9
4,9.3,10.2,11.1
2,5.8,6.45,7.1
4,5.8,6.43,7.4
2,6.6,6.65,6.7
2,8.1,9.35,10.6
4,7.3,9.85,15
4,7,7.65,8.1
2,6.2,6.45,6.7
4,7.9,8.95,9.6
8,6.5,7.1,7.8
9,6.5,9.73,17.1
5,7.4,8.22,9
4,6.2,6.38,6.5
2,7.5,7.8,8.1
5,6.4,6.58,6.8
5,6.4,7.54,9.3
5,9.5,12.68,14
5,7.4,9.28,13
6,8.9,9.63,10.2
6,6.3,6.85,7.2
4,6.8,8.6,10.8
1,9.6,9.6,9.6
1,7.8,7.8,7.8
4,5.4,5.83,6.4
5,6.7,7.3,7.6
13,7.6,9.6,13.8
4,4.7,4.9,5.2
8,5.3,5.59,5.9
1,7.3,7.3,7.3
4,9.2,10.25,11
2,6.7,8.2,9.7
3,6.2,7.17,7.7
6,5.8,6.02,6.5
5,8.2,8.9,9.5
4,6.9,8.35,10.1
3,7.3,7.53,7.7
6,5.7,6.18,6.6
6,7.6,9.78,14
5,7.5,7.96,8.8
5,7.4,8.58,11.4
4,5.5,5.78,5.9
5,6.2,6.42,6.6
4,5.3,6.98,11.8
8,6.4,6.69,7
10,5.6,6.84,10.6
7,7.5,8.17,8.8
2,9.9,10.15,10.4
10,7.1,8.56,12.7
4,6.3,7.05,7.8
1,7.8,7.8,7.8
6,7.2,9.65,11.7
5,5.5,5.96,6.3
6,7.2,8.32,9.8
2,6.3,6.55,6.8
8,6.4,6.91,7.5
2,7.4,7.5,7.6
5,5,5.2,5.5
8,6.7,7.24,8.8
10,6.3,7.44,9
4,5.9,6.78,7.8
12,5.9,6.28,6.6
3,7.7,8.23,8.8
5,6.2,6.7,7.3
5,11.6,13.04,15.3
7,6.4,6.91,7.3
3,5.8,5.9,6.1
4,6.6,6.75,7.1
5,7.1,7.34,8.2
3,6.8,7.53,8.8
2,9.8,10.5,11.2
7,6.8,7.54,9.2
8,5.8,6,6.3
8,7.1,7.79,9.5
3,6.6,7.2,7.9
2,8.8,10.4,12
9,7.4,8.47,9.9
4,7,7.75,8.5
4,12.1,14.08,16.8
4,6.4,6.73,7
3,5.8,5.87,6
5,6.2,6.5,6.7
13,5.7,6.08,6.7
2,6.2,6.55,6.9
5,7.8,8.2,8.8
4,5.6,5.85,6.1
3,6.6,7.63,8.2
3,6.3,7.1,8.2
4,6.8,7.08,7.3
1,5.2,5.2,5.2
3,5.1,5.3,5.5
6,5.3,5.55,5.8
5,5.3,5.46,5.8
7,3.6,6.93,8.5
2,9.1,9.65,10.2
7,7.1,7.86,8.8
4,7.3,7.55,7.7
3,7.9,8,8.2
2,5.4,5.5,5.6
7,4.8,5.4,5.8
5,7.8,8.44,9.6
5,5.5,6.38,7
2,6.6,7.45,8.3
3,7.2,10.2,14.6
5,6.1,7.48,8.8
4,5.2,5.5,5.9
5,5.7,6.28,6.6
5,5.7,6.18,7.1
7,8.7,9.47,10
4,8.5,9.93,13
7,8.5,9.2,10.1
6,7.8,8.42,8.7
9,5.3,7.73,10
3,7.3,8.9,10.7
5,7.5,8.24,8.9
5,6.7,8.52,10.4
3,8.6,9.13,10.2
4,6,6.25,6.4
3,6.3,7.3,8.7
1,5.6,5.6,5.6
13,6.4,6.99,8.4
4,10.2,11.5,12.6
14,5.3,6.65,8.5
7,7.1,7.6,8.1
2,6,6.05,6.1
7,5.2,5.6,6
4,6.6,7.2,7.6
2,8.7,9.1,9.5
2,6,6.25,6.5
5,8.3,10.26,12.3
6,7.8,9.08,10.7
5,6.4,6.74,7.2
6,6.3,7.02,8
2,7.2,7.55,7.9
4,7.2,7.65,8.2
8,6.7,7.13,7.5
5,5.4,5.68,6
6,8.3,8.73,9.3
4,9.3,11.43,13.1
2,9.9,10.7,11.5
3,7.4,11.37,14
3,7,7.03,7.1
6,12.9,13.92,15
4,7.7,8.65,9.9
5,6.1,7.18,7.9
1,5.1,5.1,5.1
6,8.2,9.43,9.8
7,6.8,7.43,7.8
6,8.7,10.72,13.2
5,6.9,7.24,7.6
3,6.7,7.23,7.7
5,6.3,6.96,8.1
6,7.2,8.47,9.8
7,6.4,7.57,10.6
4,6.8,8.03,10.9
8,9.1,10.55,11.8
4,7.5,8.15,9.3
3,5.9,6.17,6.4
7,6,6.44,6.9
5,6.5,7.16,7.7
8,8,9.23,10.3
9,7.3,9.46,11.3
8,9.2,10.3,12
5,7.9,9.48,12.1
8,8.4,9.74,11.9
7,7.8,9.01,11.2
7,5.4,6.81,9.4
6,6.1,6.47,6.8
6,6,7.2,8.4
6,6.6,6.98,7.3
6,10.3,11.23,12.7
6,7.6,7.9,8.2
2,12.4,12.7,13
6,5.9,6.72,7.4
3,7.2,7.67,8.1
4,7.7,9.05,11
2,9,10.1,11.2
3,7.9,8.03,8.2
4,6.6,6.8,6.9
4,5.5,5.88,6.2
2,9.2,9.95,10.7
2,7,7.35,7.7
5,6.7,7.26,7.5
7,5.4,5.61,5.9
2,12.4,13.2,14
2,10,10.2,10.4
4,11.4,13.35,14
3,5.4,5.83,6.7
6,5.8,5.83,5.9
6,11.5,12.07,13.6
6,8.6,8.88,9.2
4,8.1,9.45,10.7
1,13.5,13.5,13.5
7,5.9,7.04,8.2
10,7,8.5,10.9
8,5.9,8.23,13.9
5,7.3,8,9.1
4,5.9,6.1,6.3
2,7.2,7.4,7.6
4,5.6,6.05,6.4
5,7.6,7.9,8.2
11,9,10.22,12.1
2,7.4,8.65,9.9
4,5.4,6.03,6.8
7,6.7,8.47,10.1
4,5.4,5.6,6
2,5.3,5.6,5.9
2,5.2,5.4,5.6
4,9.1,10.43,12.7
2,5.6,5.8,6
3,9.6,10.57,11.6
11,5.8,6.29,7.1
4,6.7,8.15,9.8
2,9.4,9.5,9.6
4,6.8,6.9,7.2
5,6,6.36,6.7
6,7,7.98,10
5,9.4,11.14,12.9
1,8.4,8.4,8.4
3,6.6,7.13,7.5
7,7.3,8.11,9
4,8,8.73,9.3
3,6.4,6.83,7.7
6,6.1,6.88,8.2
8,7,8.35,9.6
5,5.9,6.64,7.4
1,8.5,8.5,8.5
6,6.1,6.95,8.1
6,9.4,10.47,11.3
2,12.4,12.85,13.3
13,5.9,6.49,7.1
5,5.4,5.72,6
8,6.5,8.23,11.5
5,7,7.8,8.4
5,6.7,7.18,7.8
6,5,5.33,5.8
2,8.1,8.2,8.3
3,8.4,9.47,11.2
6,6,6.63,6.9
4,5.6,6.08,6.6
2,8.1,10.25,12.4
8,5.7,6.2,6.6
7,6.2,6.9,8.4
2,9.7,9.85,10
5,9.8,10.14,10.5
5,6.1,6.62,8.1
3,7.8,8.93,9.6
6,6.1,6.48,7.2
11,6.2,7.24,8.5
9,6.4,9.46,12.1
4,6.4,6.63,7.1
7,6.7,8.03,9.7
3,5.8,5.87,5.9
2,6.5,7.7,8.9
8,9.6,10.28,12.4
5,7.3,8.56,10.7
6,7.6,8.55,10
3,7.8,8.5,9.1
5,7,7.88,9
2,6.1,6.45,6.8
1,6.7,6.7,6.7
5,5.3,5.96,6.7
7,7.3,7.81,8.5
3,6.8,8.5,10.9
4,5.4,5.63,5.9
2,5.3,5.75,6.2
2,6.5,6.5,6.5
5,9.4,10.18,10.9
4,6.1,6.4,6.7
5,6.4,8.02,9.7
5,6.8,8.22,9.5
6,6.8,8.27,10.3
9,7.3,8.73,10.7
1,7.3,7.3,7.3
7,6,6.46,7.5
2,6.9,7.1,7.3
5,6.1,6.72,7.1
4,6.7,7.15,7.8
7,7.8,8.39,9.6
6,6.5,6.8,7.2
7,7.1,8.47,9.9
5,6.8,7.22,8
3,7,7.37,7.6
5,7.2,8.92,12.1
8,8.2,8.95,9.7
5,7.9,9.72,11.3
6,6.3,6.68,7
1,5.5,5.5,5.5
4,9.6,10.68,11.8
2,5.4,5.55,5.7
7,8.1,8.86,9.8
9,7.3,8.53,9.5
3,7,8,8.9
7,5.9,6.16,6.5
1,9.9,9.9,9.9
7,5.3,7.49,10.9
5,5.6,5.82,6.1
10,6.9,8,9.7
4,7.5,8.2,8.7
3,6.3,6.63,7.3
4,8.1,9.13,10.3
3,9.7,9.97,10.2
7,7.5,8.84,10.6
5,5.6,5.72,6
2,11.7,12.85,14
1,5.6,5.6,5.6
9,6.4,7.82,9.3
4,7.6,8.95,10.9
5,7.2,7.72,8.1
4,9,13.4,16.7
4,6.4,6.9,7.9
3,6.1,6.4,6.9
3,12,12.67,13.1
2,7.4,7.6,7.8
3,6.4,7.3,8.7
4,5.9,6.93,7.8
6,7.3,8.05,8.6
4,6.7,7.35,8.8
3,9.5,9.73,10
5,6,6.24,6.5
4,6.4,6.55,6.9
1,8.3,8.3,8.3
3,5.6,5.83,6
4,7,7.7,8.3
2,7.5,7.65,7.8
6,8.2,10.27,12.1
4,8.3,9.35,10.9
3,6.5,6.6,6.7
4,7.2,8.08,8.7
3,6.2,6.7,7
5,7.4,9.8,12.7
8,5.6,5.9,6.4
6,6.5,6.83,7.3
5,7.8,8.1,8.7
5,7.1,7.64,8.3
3,9.5,9.7,9.9
7,7.6,9.56,13.3
4,8,8.73,9.5
6,7,7.28,7.9
6,5.6,8.1,13
1,8.7,8.7,8.7
5,6.2,8.6,10.6
3,5.4,5.5,5.7
2,8.4,8.6,8.8
4,6.7,6.95,7.3
2,4.8,4.9,5
5,5.9,6.06,6.2
3,7,8.5,10.1
1,7,7,7
6,6.4,7.32,8.1
4,6.9,9.13,10.8
6,6.6,6.8,7.3
11,5.4,6.19,6.8
2,7,8.1,9.2
5,7.8,9.88,11.8
2,11.3,11.85,12.4
3,7.2,7.77,8.6
5,6.5,7.5,8.9
5,7.1,8.24,9.8
4,6.2,7.43,9.4
2,6.7,7.55,8.4
3,6.3,6.63,6.8
5,6.6,6.88,7.2
9,6.4,7.62,8.6
4,7,7.9,8.3
5,6,7,8.2
6,6.7,7.18,7.6
4,5.3,5.38,5.4
6,8.4,9.62,11.2
2,5.7,5.7,5.7
8,7.2,7.86,8.4
4,8.7,9.2,9.6
3,6.3,6.37,6.5
3,6.2,6.4,6.7
5,6.7,6.84,7
5,5.5,5.96,6.5
4,8.5,8.93,9.3
4,6,6.33,6.6
5,6.5,7.14,7.9
4,7.2,7.73,8.2
1,6.9,6.9,6.9
6,5.8,6.1,6.4
8,5.6,6.14,6.5
1,8.2,8.2,8.2
9,7,8.23,10.7
7,7.5,8.43,10.7
7,4.3,5.09,5.7
2,14,14.65,15.3
6,7,7.87,8.9
6,5.4,6.58,8.4
2,15,15.15,15.3
5,7.3,7.8,8.4
1,5.8,5.8,5.8
5,6.2,6.9,7.4
3,7.3,10.37,13.4
5,5.7,6.12,6.7
4,9.6,10.48,10.8
11,6,7.49,11.6
1,6.4,6.4,6.4
1,13.5,13.5,13.5
7,7.2,8.89,10.1
8,6.6,7.81,9.5
2,6.5,6.65,6.8
5,7.7,8.18,9.1
7,7.1,7.6,8.6
3,7.8,9.07,10.9
6,8.5,8.82,9.3
6,7.2,7.55,8.2
1,5.9,5.9,5.9
1,9.1,9.1,9.1
8,7.9,9.6,12.4
1,7.4,7.4,7.4
2,4.6,4.9,5.2
7,9.5,10.47,12.5
6,8,10.47,12.9
2,8.3,8.85,9.4
1,9.6,9.6,9.6
4,7.1,7.58,8
3,6.8,6.97,7.2
2,10.8,11.1,11.4
4,4.6,6.13,8
4,8,8.65,9.8
4,8.2,9.15,10.7
6,11.2,12.78,15.5
5,6.8,7.02,7.6
5,7.4,8.58,10.3
5,7.7,8.2,8.4
6,5.9,6.95,8.8
2,9.9,10.1,10.3
2,10,10.15,10.3
1,10.2,10.2,10.2
3,6.9,7.23,7.6
1,4.7,4.7,4.7
3,6.2,6.37,6.6
1,7.8,7.8,7.8
4,6.9,7.85,8.5
9,7.2,7.7,8.3
4,9.8,10.43,11.1
2,8.2,8.3,8.4
3,7.8,8.67,9.4
5,5.6,6.28,6.9
3,9.2,10.87,12.6
9,6.2,6.63,7.2
5,9.5,10.7,12.7
4,8.4,11.83,15.5
5,8,8.66,9.4
3,11.5,12.67,13.5
5,6.6,6.96,7.4
8,7.4,8.43,9.3
5,7.6,8.72,11.1
4,7.2,7.35,7.4
4,5.6,5.7,5.8
3,8.4,8.93,9.2
3,8.5,8.67,8.9
2,6.6,8,9.4
5,6.7,7.48,8
5,4.7,5.76,6.5
4,6.8,8.53,12.7
5,5,5.3,5.6
6,6.3,6.57,7.2
4,7.2,8.1,9.4
5,6.9,7.12,7.3
5,7.4,9.7,12.9
2,6.2,6.3,6.4
5,5.5,6.26,8.2
5,6.9,7.18,7.5
6,6.7,7.13,7.6
6,7.8,9.1,9.9
3,6.5,6.8,7.3
8,4.9,6.54,8.4
4,5.4,5.63,5.9
1,7.8,7.8,7.8
6,5.8,6.13,6.3
1,9,9,9
1,9.3,9.3,9.3
1,6.3,6.3,6.3
3,5.9,5.93,6
10,5.3,5.59,5.9
3,9.4,10.3,11
4,7.2,7.85,8.7
6,5.4,5.72,6.1
7,6.7,7.16,7.8
4,6.3,7.48,9.1
2,8.1,8.65,9.2
1,15,15,15
7,4.9,5.87,6.7
5,6.1,6.74,7.1
6,7.3,7.88,8.8
2,6.7,7.15,7.6
3,7.1,7.5,8
1,11.3,11.3,11.3
9,6.9,8.33,10
7,6.1,6.84,7.3
4,6.9,7.08,7.3
5,7.7,8.02,8.5
7,7.2,8.36,9.5
6,6.3,7.42,9.3
5,6.7,7,7.3
15,6.3,6.79,7.3
7,7.7,9.1,10.1
13,5,5.85,7
3,7.4,7.87,8.2
14,5.6,6.31,8.6
4,7.7,9.25,10.5
5,6.2,6.64,7.6
6,7.1,7.43,7.9
5,5.7,5.74,5.8
6,5.9,7.17,8.1
3,5.7,5.93,6.1
4,4.8,5.05,5.3
7,8.3,9.5,11.4
7,9.1,9.97,11.4
1,5.2,5.2,5.2
2,12.4,13,13.6
3,7.2,7.43,7.9
6,9.1,10.05,10.7
4,6.4,7.23,8.3
7,7.9,8.34,9
3,5.9,6.03,6.1
1,7.9,7.9,7.9
4,5.9,6.45,7.1
6,6.8,7.35,8.2
7,8.1,11.31,14
6,5,8.42,12.1
3,8.4,10.33,11.8
5,8.5,9.66,11.1
4,6.5,10,11.7
6,7.6,8.12,8.5
1,7.5,7.5,7.5
2,9,9.15,9.3
8,7.4,8.44,9.9
2,5.8,6.35,6.9
6,6.2,6.8,7.5
4,8.4,9.38,11.6
3,7.5,7.97,8.7
8,6,6.6,7.6
1,10,10,10
5,10.3,11.92,12.8
5,6.7,7.22,7.7
3,6,6.2,6.4
5,6.9,7.48,8.3
4,7.1,7.23,7.4
7,5.7,7.3,9.7
6,6.9,7.45,7.8
4,6.2,6.68,7.2
3,6.3,7.6,8.5
1,7.3,7.3,7.3
15,6.6,7.32,8.5
2,13.4,13.7,14
1,11.5,11.5,11.5
6,7.1,8.13,9.1
2,8,8.15,8.3
3,7.5,9.43,12.8
3,5.2,6.03,6.5
5,9.5,10.5,12.1
3,6,7.17,8.1
6,6.9,7.58,8.7
8,6.2,6.94,8.8
4,7.6,8.73,9.5
5,7.1,7.98,9.2
2,6.9,7.45,8
1,5.4,5.4,5.4
5,4.2,4.8,5
5,5.6,6.68,7.4
6,6.1,6.7,8.6
6,6.8,7.45,8.7
7,6.8,7.27,7.7
4,5.5,6.15,6.6
5,8.2,9.2,10.5
5,5.8,6.58,7.9
2,8,8.45,8.9
4,7.1,7.65,8
1,9.2,9.2,9.2
5,7.3,8.36,10
2,8.6,9.15,9.7
2,6.5,7.2,7.9
3,5.6,5.9,6.1
6,6.2,8.47,12.6
4,7.7,9.8,11.9
12,6.4,7.63,8.6
2,8.6,8.8,9
4,7.1,7.38,7.8
3,8,9.73,11.5
1,10,10,10
4,6.6,6.88,7.3
5,6.5,7.18,8.6
3,6.4,6.93,7.5
2,7.7,10.3,12.9
6,7.8,8.03,8.3
4,5.4,5.48,5.6
6,11,13.73,16.2
10,10.7,11.49,12.3
5,7.2,8.8,13.7
8,6.3,8.4,9.3
1,6.8,6.8,6.8
4,6.2,10.15,13.5
5,5.1,5.62,6.1
5,6.6,8.28,10.9
4,5.9,6.05,6.2
6,5.5,5.78,6.1
3,7.4,8.63,10.5
7,6.6,7.21,8
2,8.3,9.15,10
5,12,12.84,14
5,7.6,8.08,8.9
5,6,6.7,7.4
8,6.3,6.78,7.1
5,5.7,6.14,6.5
2,12.3,13.15,14
4,5.7,5.7,5.7
8,6,6.21,6.5
5,6.8,7.56,8.5
3,6.1,6.6,7.3
4,5.5,5.88,6.2
4,7.5,8.48,10.2
5,5.8,5.92,6.1
2,7.5,7.5,7.5
5,6.1,8.18,9
1,8.3,8.3,8.3
3,7.7,7.87,8.1
2,7.3,7.85,8.4
4,7.4,7.63,7.8
5,6,6.5,6.8
3,14,14.6,15.8
1,10,10,10
7,6.4,7.09,7.6
9,6.9,8.07,9.3
7,6.7,8.63,11.3
2,9.1,9.3,9.5
3,6.2,6.57,7.1
6,6.7,6.92,7.1
11,6.6,7.24,7.9
12,7.9,9.23,11
3,7.6,9.2,11.1
4,8.4,11.03,12.4
8,10.9,13,14.4
3,6.8,7.63,8.1
4,6.7,7.2,8
2,6.7,6.9,7.1
3,6.9,7.63,9
5,5.9,6.2,6.4
4,6.4,6.98,8
5,7.4,7.58,7.9
1,12,12,12
11,8.2,9.1,10.2
6,7,7.43,8.1
3,7.2,8.47,10.8
3,8.2,8.6,8.9
2,6.6,7.6,8.6
5,6.7,7.56,8.5
2,10.2,10.6,11
5,9,9.66,10.9
4,9.4,10.9,12.2
5,5.7,5.9,6.2
10,6.5,6.89,7.2
5,5,5.32,5.5
2,6.1,6.4,6.7
5,8.3,9.06,10.7
2,8.1,8.3,8.5
2,6.8,7,7.2
1,7.9,7.9,7.9
1,5.5,5.5,5.5
8,6.9,8.15,9.7
4,6,6.48,6.8
4,6.9,7.08,7.2
15,6.4,7.47,8.4
5,7.2,7.74,8.7
7,5.7,6.23,7.6
7,5.6,5.9,6.2
8,7.4,7.89,9
2,6.4,6.8,7.2
2,8.1,8.75,9.4
6,5.6,6.73,8.9
7,7.2,7.79,8.4
4,6.5,6.78,7
3,5.9,6.5,7.6
7,7.6,8.21,9.9
6,5.5,5.82,6.2
5,5.6,6.34,6.7
4,8.8,9.28,10.1
2,7.7,7.75,7.8
2,7.2,9.55,11.9
5,6.8,8.26,9.4
4,7.6,9,10.5
6,6.8,7.08,7.6
5,6.4,6.72,7
1,9.7,9.7,9.7
5,5.8,5.86,6
5,8,8.52,9.1
4,8.6,9.18,10.3
4,7.4,7.58,7.8
6,7.7,10.23,12.3
5,7.5,7.74,8.2
3,6.1,6.23,6.3
11,4.9,5.17,5.4
8,8,8.35,8.8
5,7.4,8.58,9.7
6,8.9,9.98,12.2
4,6.6,6.9,7.2
3,5.8,5.83,5.9
4,6,6.55,7.2
5,6.6,8.84,11.3
4,8.7,9.88,11.1
4,5.3,7.48,9.7
8,9.2,9.94,10.5
7,7,7.19,7.5
2,8.5,8.55,8.6
2,8.4,8.5,8.6
4,5.9,6,6.2
5,11.6,13.04,14.5
8,7.6,8.8,10.4
6,6.2,6.78,8.5
1,8.7,8.7,8.7
9,6,7.19,9.7
5,9.8,10.56,11.6
3,6.6,7.8,8.7
4,6.7,7.73,8.9
7,7.7,9.1,12.1
3,5.3,6.17,7.3
9,5.8,6.26,6.9
6,6.3,8.32,12.3
2,4.9,5.35,5.8
6,4.7,4.93,5.3
6,6.5,7.53,8.7
6,7,7.68,8.1
2,5.8,5.8,5.8
5,6.1,6.24,6.5
6,6.1,6.38,6.7
5,6,6.88,8.7
5,6.3,6.54,6.6
2,7.2,7.35,7.5
4,7.2,7.48,7.9
5,9.5,10.48,11.5
5,5,5.86,6.4
4,8.2,8.7,9.8
7,8.2,10.13,11.4
1,10.5,10.5,10.5
6,10.9,12.53,15.4
8,10.7,12.05,13
3,7.7,8.7,10.6
1,6.5,6.5,6.5
4,7.4,7.85,8.2
3,7.6,8.73,9.5
3,8,8.27,8.8
6,5.9,6.35,6.7
5,6.7,7.24,8.2
8,5.8,6.09,6.5
1,6.1,6.1,6.1
7,6.2,6.71,7.5
8,7.5,8.55,9.1
3,6.2,6.47,6.8
2,9,9.85,10.7
4,7.6,7.88,8.4
3,11.7,11.97,12.2
7,6,6.46,7.1
3,13.2,13.73,14
6,9,9.82,10.9
5,8.7,9.8,11
2,9,9.25,9.5
4,6.2,7.05,7.4
6,7.5,8.22,9.6
7,6.5,6.77,7
3,8.2,8.93,9.4
3,6.5,7.83,10.1
1,7.9,7.9,7.9
6,7.4,9.37,11
7,6.3,6.57,6.9
7,6.7,7.43,8.2
7,6.6,7.41,9.1
4,6.1,6.75,7.8
2,6.3,6.5,6.7
2,5.4,5.5,5.6
3,6.7,8.07,8.9
12,9.7,11.25,12.5
6,6.3,7,7.8
6,8.4,8.95,9.7
1,9,9,9
5,8.2,9.36,11.5
4,5.7,5.88,6.3
2,10.1,10.35,10.6
3,6.5,6.67,6.8
4,6.2,6.4,6.6
7,6.2,6.5,7.2
5,7.1,7.64,8.4
5,6.1,6.72,7.5
5,5.9,6.18,6.4
2,6,6.05,6.1
1,8.2,8.2,8.2
4,7.5,9.25,11.8
5,8.8,12.2,13.9
3,5.4,5.47,5.5
3,7,7.67,8.3
2,7.8,8.2,8.6
4,7.9,10.35,14
6,6.6,7.1,7.7
8,6.6,7.88,11.1
5,6.3,6.54,6.8
3,8.8,10.63,13.1
5,5.7,6.58,9.5
2,7.7,8.25,8.8
9,7.4,8.07,8.6
6,8.9,10.25,12.4
3,12.9,13.43,14
4,8.6,10.1,12.6
8,6.6,7.63,8.8
7,7,7.6,7.9
3,6.4,6.8,7.1
5,5,5.52,6.2
9,9.8,11.69,14
6,9.8,10.62,11.9
7,6.9,7.99,9.3
2,11.2,11.8,12.4
4,6.9,7.68,8.3
2,8.8,8.9,9
2,12.1,12.4,12.7
4,6.4,6.6,6.9
4,7.6,8.18,9
1,8.8,8.8,8.8
3,6,6.1,6.2
7,5.6,5.91,6.4
